Id,Contact__c,Case__c,Name,CreatedDate,NPS_Score__c,Additional_Comments__c,NPS_Formula__c,CES_Score__c,What_can_SAI_make_easier_for_you__c,Post_Chat_Score__c
a3I0W000001ivvFUAQ,0030W00003WfCF1QAN,5000W00001TH92jQAD,GetFeedback Survey Response: Net Promoter Score,8/18/2019 19:56,9,,1,7,,
a3I0W000001ivvKUAQ,0030W00003fltqcQAA,5000W00001THAWvQAP,GetFeedback Survey Response: Net Promoter Score,8/18/2019 20:08,10,,1,7,Nothing.  Great interaction.,
a3I0W000001ivvPUAQ,0030W00003JvvQnQAJ,5000W00001TH4ovQAD,GetFeedback Survey Response: Net Promoter Score,8/18/2019 23:22,9,,1,7,,
a3I0W000001ivvUUAQ,0030W00003chX8vQAE,5000W00001TH3SPQA1,GetFeedback Survey Response: Net Promoter Score,8/18/2019 23:43,7,I have already given my comments but in general once I get my SPC certification its great to work for course enablement and willing to pay for additional exam attempts but not willing to pay additional fees to get a license for each one of the enablement and course materials.,0,7,,
a3I0W000001ivvZUAQ,0030W00003VAnVXQA1,5000W00001TH94LQAT,GetFeedback Survey Response: Net Promoter Score,8/19/2019 2:27,10,Keep up the good work!,1,7,Nothing! They resolved the issue in a very expedient fashion.,
a3I0W000001ivveUAA,0030W00003XnIjmQAF,5000W00001TH1GgQAL,GetFeedback Survey Response: Net Promoter Score,8/19/2019 3:53,8,,0,6,FAQ for self service,
a3I0W000001ivvjUAA,0030W00003gMfx5QAC,5000W00001TH6XIQA1,GetFeedback Survey Response: Net Promoter Score,8/19/2019 5:18,9,,1,7,,
a3I0W000001ivvoUAA,0030W00003gMdRPQA0,5000W00001TGoicQAD,GetFeedback Survey Response: Net Promoter Score,8/19/2019 5:31,8,none,0,6,risks determining at the start if a PI and escalate it to the management to review it,
a3I0W000001ivvtUAA,0030W00003QvVMYQA3,5000W00001THADyQAP,GetFeedback Survey Response: Net Promoter Score,8/19/2019 5:57,9,Nope,1,7,Was already perfect,
a3I0W000001ivvyUAA,003d000003HC03PAAT,5000W00001TH0yNQAT,GetFeedback Survey Response: Net Promoter Score,8/19/2019 6:00,9,NO,1,7,Chat facility to reach 24 hours as we do face lot of troubles during exam,
a3I0W000001ivw3UAA,0030W00003gLcGjQAK,5000W00001TH6geQAD,GetFeedback Survey Response: Net Promoter Score,8/19/2019 6:08,10,,1,7,explain it on the website - wiki?,
a3I0W000001ivw8UAA,0030W00003Wf9GxQAJ,5000W00001TH45RQAT,GetFeedback Survey Response: Net Promoter Score,8/19/2019 6:35,10,,1,7,,
a3I0W000001ivwDUAQ,003d000002erXwOAAU,5000W00001TH1WjQAL,GetFeedback Survey Response: Net Promoter Score,8/19/2019 6:56,9,,1,7,,
a3I0W000001ivwIUAQ,0030W00003fngSBQAY,5000W00001TGiGkQAL,GetFeedback Survey Response: Net Promoter Score,8/19/2019 7:38,9,,1,6,A phone support for issues like problems that occured during a test with direct response would me convenient.,
a3I0W000001ivwNUAQ,0030W00003NKdWBQA1,5000W00001TH3ozQAD,GetFeedback Survey Response: Net Promoter Score,8/19/2019 8:05,10,,1,6,,
a3I0W000001ivwSUAQ,003d000002aTcpBAAS,5000W00001TH9QvQAL,GetFeedback Survey Response: Net Promoter Score,8/19/2019 8:25,9,No. :-),1,7,"The time zone delay is the only issue I have. As I am in Dublin, Ireland, and therefore in GMT, there can be a 24 hour delay in getting a response to a query. This is just a minor issue, but is there nevertheless.",
a3I0W000001ivwXUAQ,0030W00003fll6zQAA,5000W00001TH3okQAD,GetFeedback Survey Response: Net Promoter Score,8/19/2019 9:16,8,Thanks for the timely support,0,7,Quick Turn around time and proper direction to resolve the issue,
a3I0W000001ivwcUAA,0030W00003cg5OQQAY,5000W00001TGSmVQAX,GetFeedback Survey Response: Net Promoter Score,8/19/2019 9:42,10,,1,7,,
a3I0W000001ivwhUAA,0030W00003gMiqLQAS,5000W00001THA4RQAX,GetFeedback Survey Response: Net Promoter Score,8/19/2019 12:10,8,,0,7,,
a3I0W000001ivwmUAA,0030W00003eARh0QAG,5000W00001TH3kJQAT,GetFeedback Survey Response: Net Promoter Score,8/19/2019 13:00,10,,1,7,,
a3I0W000001ivwrUAA,0030W00003JvzVUQAZ,5000W00001TGwW0QAL,GetFeedback Survey Response: Net Promoter Score,8/19/2019 13:48,9,,1,6,It would be nice to have a human. to talk to on the phone rather than back and forth emails,
a3I0W000001ivwwUAA,0030W00003eAH5tQAG,5000W00001THB3QQAX,GetFeedback Survey Response: Net Promoter Score,8/19/2019 14:35,10,,1,7,"Nothing, process was very easy",
a3I0W000001ivx1UAA,0030W00003fnejQQAQ,5000W00001TGUHtQAP,GetFeedback Survey Response: Net Promoter Score,8/19/2019 14:53,9,,1,6,,
a3I0W000001ivx6UAA,0030W00003fnMxeQAE,5000W00001TH3OcQAL,GetFeedback Survey Response: Net Promoter Score,8/19/2019 15:02,10,,1,7,,
a3I0W000001ivxBUAQ,003d000003HAFcLAAX,5000W00001THBa5QAH,GetFeedback Survey Response: Net Promoter Score,8/19/2019 15:55,8,,0,7,Agreed,
a3I0W000001ivxLUAQ,0030W00003OBlRDQA1,5000W00001TH9fvQAD,GetFeedback Survey Response: Net Promoter Score,8/19/2019 16:15,8,,0,7,,
a3I0W000001ivxfUAA,0030W00003gLwZjQAK,5000W00001THBZbQAP,GetFeedback Survey Response: Net Promoter Score,8/19/2019 16:50,10,,1,6,The issue was handled promptly,
a3I0W000001ivxkUAA,0030W00003YyeZCQAZ,5000W00001THBkFQAX,GetFeedback Survey Response: Net Promoter Score,8/19/2019 17:36,10,,1,7,,
a3I0W000001ivxpUAA,0030W00003Wf8cYQAR,5000W00001THBhfQAH,GetFeedback Survey Response: Net Promoter Score,8/19/2019 17:37,9,,1,7,"Nothing, the team was extremely helpful and with a fast response",
a3I0W000001ivxuUAA,003d000002OXuybAAD,5000W00001THA7kQAH,GetFeedback Survey Response: Net Promoter Score,8/19/2019 18:30,10,Keep improving!,1,7,"Maybe more self managing options?  In general, SAI support puts all other support orgs to shame.",
a3I0W000001ivyJUAQ,0030W00003gLyAJQA0,5000W00001THBkoQAH,GetFeedback Survey Response: Net Promoter Score,8/19/2019 19:35,7,,0,6,,
a3I0W000001ivyOUAQ,0030W00003NKdWBQA1,5000W00001TH8zBQAT,GetFeedback Survey Response: Net Promoter Score,8/19/2019 20:32,9,,1,7,My issue was that late load of participants via the roster file did not get email. I think it's a bug in the scheduling of emails,
a3I0W000001ivz7UAA,0030W00003gMqhcQAC,5000W00001THCA3QAP,GetFeedback Survey Response: Net Promoter Score,8/20/2019 4:23,5,SPC classes should focus more on case studies and SAFe Road map and implementation.,-1,3,"Categorize the request from end customers and respond appropriately. I faced an issue while taking the final assessment but my email was replied after 7.5 hours, of course I was able to resume my assessment after 10 mins of portal downtime.",
a3I0W000001ivzCUAQ,0030W00003RDbvgQAD,5000W00001TH9HFQA1,GetFeedback Survey Response: Net Promoter Score,8/20/2019 11:11,5,,-1,3,An end-2-end answer is preferred. I still cannot locate my badge. You outsource the badge to a different company and I have trouble receiving the badge.,
a3I0W000001ivzHUAQ,0030W00003fnNSTQA2,5000W00001THCvsQAH,GetFeedback Survey Response: Net Promoter Score,8/20/2019 12:24,8,,0,4,Provide a FAQ for my question,
a3I0W000001ivzMUAQ,0030W00003XmjZVQAZ,5000W00001THBFRQA5,GetFeedback Survey Response: Net Promoter Score,8/20/2019 13:08,10,,1,7,Worked great,
a3I0W000001ivzRUAQ,003d000002eslL6AAI,5000W00001THAmoQAH,GetFeedback Survey Response: Net Promoter Score,8/20/2019 14:08,9,,1,7,Fast response and fixed my issue first time!,
a3I0W000001ivzqUAA,003d000002OXuy5AAD,5000W00001THA0tQAH,GetFeedback Survey Response: Net Promoter Score,8/20/2019 15:13,10,,1,7,,
a3I0W000001iw0FUAQ,003d000002uzfuIAAQ,5000W00001THB1KQAX,GetFeedback Survey Response: Net Promoter Score,8/20/2019 17:16,10,,1,7,Understanding the concern,
a3I0W000001iw0KUAQ,0030W00003RtsdeQAB,5000W00001THB7NQAX,GetFeedback Survey Response: Net Promoter Score,8/20/2019 18:10,10,,1,7,,
a3I0W000001iw0UUAQ,003d000002OXut3AAD,5000W00001TGt9NQAT,GetFeedback Survey Response: Net Promoter Score,8/21/2019 3:27,10,I am satisfied with your answer,1,7,Response quickly,
a3I0W000001iw0ZUAQ,003d000002OXut3AAD,5000W00001TGtBnQAL,GetFeedback Survey Response: Net Promoter Score,8/21/2019 3:28,10,No,1,7,Response quickly,
a3I0W000001iw0eUAA,0030W00003gKuloQAC,5000W00001TH1ZxQAL,GetFeedback Survey Response: Net Promoter Score,8/21/2019 13:23,10,,1,7,,
a3I0W000001iw13UAA,0030W00003PcVktQAF,5000W00001THE7aQAH,GetFeedback Survey Response: Net Promoter Score,8/22/2019 2:13,9,,1,7,Keep it..,
a3I0W000001iw18UAA,0030W00003gLuarQAC,5000W00001TH9gjQAD,GetFeedback Survey Response: Net Promoter Score,8/22/2019 5:39,10,thanks,1,7,To give a short instruction about how the application works,
a3I0W000001iw1DUAQ,003d0000030mFDRAA2,5000W00001THEZoQAP,GetFeedback Survey Response: Net Promoter Score,8/22/2019 6:19,2,,-1,3,"You have an automated message for renewals that states renew ""now"". When you navigate via the link to perform this action, you cannot renew ""now"". When you enquire about this, the response is, you have to wait until your certificate expires - so what is the point of the automated message? (Other than a slight annoyance...)",
a3I0W000001iw1IUAQ,003d000003HAqrUAAT,5000W00001THBSfQAP,GetFeedback Survey Response: Net Promoter Score,8/22/2019 6:58,8,I would recommend SAFe if it fits the organization.,0,6,Answer the question I asked...,
a3I0W000001iw1NUAQ,0030W00003gL1mKQAS,5000W00001THDKYQA5,GetFeedback Survey Response: Net Promoter Score,8/22/2019 12:05,8,My issue was responded to quickly and corrected the first time,0,7,My issue was responded to quickly and corrected the first time,
a3I0W000001iw1SUAQ,0030W00003h8bjEQAQ,5000W00001TH4YOQA1,GetFeedback Survey Response: Net Promoter Score,8/22/2019 13:09,8,,0,7,,
a3I0W000001iw1XUAQ,003d000003CDCxeAAH,5000W00001THCF3QAP,GetFeedback Survey Response: Net Promoter Score,8/22/2019 13:10,10,,1,7,"Nothing, it worked great",
a3I0W000001iw1cUAA,0030W00003h7SsfQAE,5000W00001TGtmKQAT,GetFeedback Survey Response: Net Promoter Score,8/22/2019 13:27,0,The customer service and email/issue response was excellent,-1,7,"Provide test results of, at least, what we get wrong on the exams so that we can go study what we missed and understand better. At this moment I HAVE NO IDEA WHAT I DO NOT KNOW because I have no idea what I got wrong!",
a3I0W000001iw1hUAA,0030W00003gLcQ3QAK,5000W00001THFFuQAP,GetFeedback Survey Response: Net Promoter Score,8/22/2019 15:03,10,,1,7,,
a3I0W000001iw1mUAA,0030W00003gMXAnQAO,5000W00001THFHRQA5,GetFeedback Survey Response: Net Promoter Score,8/22/2019 15:40,9,,1,6,,
a3I0W000001iw1rUAA,0030W00003fmiRcQAI,5000W00001THFSUQA5,GetFeedback Survey Response: Net Promoter Score,8/22/2019 19:48,9,,1,7,,
a3I0W000001iw1wUAA,0030W00003h7gSbQAI,5000W00001THFgqQAH,GetFeedback Survey Response: Net Promoter Score,8/22/2019 20:03,3,,-1,4,,
a3I0W000001iw21UAA,003d0000030nYaWAAU,5000W00001THFbbQAH,GetFeedback Survey Response: Net Promoter Score,8/22/2019 20:06,0,,-1,1,"Your password reset/unlock process is terrible.  There was no easy way for me to reset my password.  I had to send an email to a support group.  That wasn't that easy either.  I finally reset my password and got in.  Then about 6 hours later I went to reenter the sight.  I'm now locked out again, and after only one try of getting in I receive a page that tells me I am locked out and I can't even retry a 2nd time to log in.  

""You are temporarily locked out
You have been temporarily locked out of this system. This means that you will not be able to log in for a while.""

It is not acceptable that it is this hard and difficult.  I wish my enterprise picked another Agile vendor with better tooling.  I can't explain how frustrating this is.  

SIGH",
a3I0W000001iw26UAA,0030W00003VCa6UQAT,5000W00001THDnuQAH,GetFeedback Survey Response: Net Promoter Score,8/22/2019 23:24,10,,1,7,A way to update rosters.... or really just an easier way to do rosters,
a3I0W000001iw2BUAQ,0030W00003fmkZoQAI,5000W00001THByqQAH,GetFeedback Survey Response: Net Promoter Score,8/23/2019 0:45,9,,1,7,,
a3I0W000001iw2GUAQ,0030W00003UDHqPQAX,5000W00001THFGEQA5,GetFeedback Survey Response: Net Promoter Score,8/23/2019 7:25,8,,0,7,my issue was resolved fast and to my full satisfaction,
a3I0W000001iw2LUAQ,003d000002OXv7VAAT,5000W00001THEYRQA5,GetFeedback Survey Response: Net Promoter Score,8/23/2019 11:20,8,It tool several attepmpts to resolve my simple issue.,0,5,email conversation and notification,
a3I0W000001iw2QUAQ,003d000003HAFcLAAX,5000W00001THF8AQAX,GetFeedback Survey Response: Net Promoter Score,8/23/2019 12:48,8,,0,6,While taking validation exam I was facing frequent server hang up issue. This should be resolved since it's a cost oriented,
a3I0W000001iw2VUAQ,003d000002OXuZ5AAL,5000W00001THFNoQAP,GetFeedback Survey Response: Net Promoter Score,8/23/2019 13:54,10,,1,7,n/a,
a3I0W000001iw2aUAA,0030W00003JxjoOQAR,5000W00001THF7RQAX,GetFeedback Survey Response: Net Promoter Score,8/23/2019 15:36,10,Thank you for prompt response.,1,6,Support team was very helpful. By issue was resolved to the extent they could.,
a3I0W000001iw2fUAA,0030W00003gMikKQAS,5000W00001THGo2QAH,GetFeedback Survey Response: Net Promoter Score,8/23/2019 15:56,10,,1,7,,
a3I0W000001iw2kUAA,003d000002OXuXJAA1,5000W00001THHNwQAP,GetFeedback Survey Response: Net Promoter Score,8/23/2019 16:11,10,,1,7,,
a3I0W000001iw2pUAA,0030W00003RwwN8QAJ,5000W00001THFryQAH,GetFeedback Survey Response: Net Promoter Score,8/23/2019 16:24,8,,0,6,Membership with limited access at least to take exam even beyond certain period of time until there is revision or end of life for that version.,
a3I0W000001iw2uUAA,0030W00003YvrYMQAZ,5000W00001THFf4QAH,GetFeedback Survey Response: Net Promoter Score,8/23/2019 16:43,8,,0,6,Please consider extending the number of days for taking the certification test from 30 to 60. I'm directly involved in our company's SAFe adoption effort and my Leadership expects me to prioritize this over test taking. Thank you.,
a3I0W000001iw3JUAQ,0030W00003ciBFaQAM,5000W00001THJ2qQAH,GetFeedback Survey Response: Net Promoter Score,8/23/2019 21:57,9,Na,1,7,Na,
a3I0W000001iw3OUAQ,0030W00003gMYbWQAW,5000W00001THGRIQA5,GetFeedback Survey Response: Net Promoter Score,8/23/2019 22:05,10,no,1,7,yes,
a3I0W000001iw3TUAQ,0030W00003e9rxMQAQ,5000W00001THJFpQAP,GetFeedback Survey Response: Net Promoter Score,8/24/2019 0:33,7,,0,5,be available sooner,
a3I0W000001iw3YUAQ,0030W00003cgGC7QAM,5000W00001THDWKQA5,GetFeedback Survey Response: Net Promoter Score,8/24/2019 0:42,10,,1,7,"Yes , and thank you for this support!",
a3I0W000001iw3dUAA,0030W00003h7eCeQAI,5000W00001THK4YQAX,GetFeedback Survey Response: Net Promoter Score,8/24/2019 15:31,10,,1,7,,
a3I0W000001iw3iUAA,0030W00003VBtCVQA1,5000W00001TH1W5QAL,GetFeedback Survey Response: Net Promoter Score,8/24/2019 17:01,10,No,1,5,"Quicker resolution of the issue will be appreciated..
Ot took a week to reset an exam...

However, the communication was good...
Scaled Agile was always in touch",
a3I0W000001iw3nUAA,0030W00003h9FvcQAE,5000W00001THFz9QAH,GetFeedback Survey Response: Net Promoter Score,8/24/2019 21:02,10,,1,7,,
a3I0W000001iw3sUAA,0030W00003ajUFdQAM,5000W00001THGlSQAX,GetFeedback Survey Response: Net Promoter Score,8/25/2019 0:52,2,,-1,2,Contact me on 908 635 2041 and help solve my problem. Thanks.,
a3I0W000001iw3xUAA,003d000002esl2kAAA,5000W00001THLsuQAH,GetFeedback Survey Response: Net Promoter Score,8/25/2019 1:07,9,Scaled Agile can do better supporting those of us in large organizations advocating for the framework and proper training.  We are an indirect sales force and it would be great to feel supported.,1,1,"It would be great to give SPCs at least one promo code for a free retake or clear instructions indicating that a retake fee would be required and clarifying the required pass rate.  As an advocate for SAFe at my organization, I am a bit irritated I now h e a $50 out of pocket expense after paying nearly $6K for training this year, and obtaining $100K+ in training revenue for others in my company.  The response to my service request was ridiculous.  Transparency- hope there are some changes on the horizon to better serve SPCs.  Additionally, the fact we are passing the cert exams to teach the classes and do not obtain the certain from that is also ridiculous.  I understand the revenue argument, and the SPC experience as evangelists for the framework also needs to be considered.",
a3I0W000001iw42UAA,0030W00003gMeQZQA0,5000W00001THHq0QAH,GetFeedback Survey Response: Net Promoter Score,8/25/2019 4:52,2,"As aI professional organisation, I am disappointed with my experience and keen to see how this is resolved.",-1,2,"Hi, 

Please see case no 00178223.  I tried to get access to the exam last week and it took 2 attemps after going back to support.

Got in last night to undertake the exam.   Some questions had answers already marked which took time for me then work out if correct or not.  I had not completed all questions when it went to 'submit' !  

I failed on 71% which is frustrating due to time to prepare, taking the exam and then the actual online exam not working last night.  Please investigate how this will be addressed as I will not have time this week to redo the exam.  

Thanks 
Brian Krowitz",
a3I0W000001iw47UAA,0030W00003WdmdNQAR,5000W00001THMBIQA5,GetFeedback Survey Response: Net Promoter Score,8/25/2019 5:52,10,,1,7,,
a3I0W000001iw4CUAQ,0030W00003WeduNQAR,5000W00001TH3wFQAT,GetFeedback Survey Response: Net Promoter Score,8/25/2019 6:58,0,,-1,1,since more than 1 month i am trying to login and renew my certification. Till today I neither login nor reset my password. My Certification is expired because of it :-(,
a3I0W000001iw4HUAQ,0030W00003e8aOIQAY,5000W00001THIYgQAP,GetFeedback Survey Response: Net Promoter Score,8/25/2019 10:12,9,,1,6,Nothing - it was good. There was a misunderstanding in the mail for SPCs.,
a3I0W000001iw4MUAQ,0030W00003gLvZbQAK,5000W00001THKAvQAP,GetFeedback Survey Response: Net Promoter Score,8/25/2019 14:39,8,The self-service site isn't that comfortable.,0,6,Fast response,
a3I0W000001iw4RUAQ,0030W00003OE0ikQAD,5000W00001THMQNQA5,GetFeedback Survey Response: Net Promoter Score,8/25/2019 15:23,9,No,1,6,You guys are doing great job.,
a3I0W000001iw4WUAQ,0030W00003h7W5SQAU,5000W00001TGt7vQAD,GetFeedback Survey Response: Net Promoter Score,8/25/2019 20:01,0,,-1,2,Think about requests rather than trotting out your potted answer. Agile? Give me a break.,
a3I0W000001iw4bUAA,0030W00003fml9cQAA,5000W00001THJp9QAH,GetFeedback Survey Response: Net Promoter Score,8/25/2019 22:47,10,,1,7,,
a3I0W000001iw4gUAA,0030W00003fml9cQAA,5000W00001THJncQAH,GetFeedback Survey Response: Net Promoter Score,8/25/2019 22:48,10,,1,7,,
a3I0W000001iw4lUAA,003d000002aTddRAAS,5000W00001THNP5QAP,GetFeedback Survey Response: Net Promoter Score,8/25/2019 22:52,8,,0,7,,
a3I0W000001iw4qUAA,0030W00003cgGC7QAM,5000W00001THODyQAP,GetFeedback Survey Response: Net Promoter Score,8/25/2019 23:26,9,,1,7,i believe this face to face contact is better.,
a3I0W000001iw4vUAA,0030W00003XmlShQAJ,5000W00001THN1xQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 5:05,9,,1,7,Nothing that I can Think of right now.,
a3I0W000001iw50UAA,0030W00003gMdSmQAK,5000W00001THIWaQAP,GetFeedback Survey Response: Net Promoter Score,8/26/2019 5:12,7,,0,6,,
a3I0W000001iw55UAA,003d000002OXv4UAAT,5000W00001THKL1QAP,GetFeedback Survey Response: Net Promoter Score,8/26/2019 5:55,9,Andrew Sales was fantastic as a peer and as a onsite partner. Fantastic experience with him.,1,7,Easier access to the partner material,
a3I0W000001iw5AUAQ,0030W00003gMnlKQAS,5000W00001THKXRQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 7:44,8,,0,7,"The portal is not up to mark, we need to have the portal more intuitive and user friendly",
a3I0W000001iw5FUAQ,0030W00003Zmk7PQAR,5000W00001THHtOQAX,GetFeedback Survey Response: Net Promoter Score,8/26/2019 8:51,9,,1,7,,
a3I0W000001iw5KUAQ,0030W00003XmZMHQA3,5000W00001THFbRQAX,GetFeedback Survey Response: Net Promoter Score,8/26/2019 11:18,5,"There is a lot of material on your web page about becoming certified, but not so much on recertification.  You should provide alternatives for becoming recertified just in case your online system does not work as expected.",-1,5,"Responding to my original request seemed a little slow; however, they gave me some things to try.  When those suggestions did not work, I had to find alternate (and convoluted) ways to solve my issue on the web site.  After solving it on my own, they basically said, ""it worked!"".  Don't know if I will contact them again.",
a3I0W000001iw5PUAQ,0030W00003WdrTJQAZ,5000W00001THINEQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 11:22,6,,-1,6,,
a3I0W000001iw5UUAQ,0030W00003YxCsRQAV,5000W00001THHwhQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 11:26,9,,1,7,,
a3I0W000001iw5ZUAQ,0030W00003Wf656QAB,5000W00001THMgVQAX,GetFeedback Survey Response: Net Promoter Score,8/26/2019 11:26,10,,1,7,"it was perfect, nothing to improve",
a3I0W000001iw5eUAA,0030W00003TOQTuQAP,5000W00001THJQiQAP,GetFeedback Survey Response: Net Promoter Score,8/26/2019 11:27,5,"Make the renewal process easier, both my CPhT and my CSM are due every two years.",-1,1,"I have 4 Scaled Agile certifications.  All expiring at various dates throughout the year.  Can I have them all due at January 1, 2020?  Can I renew them for two years at a time?",
a3I0W000001iw5jUAA,0030W00003aiYReQAM,5000W00001THFtuQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 12:30,3,Need quicker responses on issues - live chat or a phone number.  Need better payment options for company teams less than 100!!!,-1,3,Need quicker responses on issues - live chat or a phone number.  Need better payment options for company teams less than 100!!!,
a3I0W000001iw5oUAA,0030W00003ciHW6QAM,5000W00001THKRdQAP,GetFeedback Survey Response: Net Promoter Score,8/26/2019 12:34,8,,0,7,It was relatively easy to find out who I needed to reach out to in order to get my issue solved and it only took one email and it was solved!,
a3I0W000001iw5tUAA,0030W00003Xo83YQAR,5000W00001THIEHQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 12:37,8,,0,7,,
a3I0W000001iw5yUAA,003d000002OWK94AAH,5000W00001THIdvQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 12:38,5,Send a reminder via email that membership is expiring a month in advance.,-1,3,Put your contact phone number on the website instead of having to google it.,
a3I0W000001iw63UAA,003d000002aTYpgAAG,5000W00001THK60QAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 12:40,7,,0,7,Reconsider the business model for certifications.,
a3I0W000001iw68UAA,0030W00003NK6AKQA1,5000W00001THI2LQAX,GetFeedback Survey Response: Net Promoter Score,8/26/2019 13:15,2,,-1,7,Maybe handle on a slightly quicker timetable.,
a3I0W000001iw6DUAQ,0030W00003cgAIwQAM,5000W00001THFk9QAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 13:16,9,,1,7,,
a3I0W000001iw6IUAQ,0030W00003XojzPQAR,5000W00001THOgcQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 13:20,10,,1,7,,
a3I0W000001iw6NUAQ,0030W00003fmkhrQAA,5000W00001THJODQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 14:17,10,na,1,7,My issue has been resolved,
a3I0W000001iw6SUAQ,0030W00003gLy1jQAC,5000W00001THMd2QAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 14:21,10,,1,7,"Nothing, you guys are awesome",
a3I0W000001iw6XUAQ,0030W00003YxPleQAF,5000W00001THO8yQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 14:40,10,"Nope, but thanks for asking.",1,7,The question was answered quickly and to my satisfaction.,
a3I0W000001iw6cUAA,0030W00003h9khXQAQ,5000W00001THOAGQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 14:57,6,no,-1,5,"I asked about PDUs for my PMP, and the person helping me told me how many PDUs the class was worth (good). They also told me that info was available in the FAQ and provided a link (good), when I went to the link I found the FAQ so full of info I did not need that I was unable to find the info I was interested in (not great).",
a3I0W000001iw6hUAA,0030W00003TObPmQAL,5000W00001THHHeQAP,GetFeedback Survey Response: Net Promoter Score,8/26/2019 15:07,10,thank you,1,7,No improvement required,
a3I0W000001iw6mUAA,0030W00003gLdMQQA0,5000W00001THOWrQAP,GetFeedback Survey Response: Net Promoter Score,8/26/2019 15:10,10,,1,7,Nothing,
a3I0W000001iw6rUAA,0030W00003N6x5rQAB,5000W00001THFp9QAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 16:44,9,,1,6,"they acknowledge it was an issue, but didn't give me next steps. I would have liked to know if I was able to send the working link to the students so they could watch the video about the exam.",
a3I0W000001iw6wUAA,003d000002OXug6AAD,5000W00001THOTJQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 16:54,10,,1,7,,
a3I0W000001iw71UAA,0030W00003fm3XIQAY,5000W00001THLE6QAP,GetFeedback Survey Response: Net Promoter Score,8/26/2019 17:18,10,,1,7,all good,
a3I0W000001iw76UAA,0030W00003TIfCWQA1,5000W00001THBh6QAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 17:39,9,,1,7,You've taken care of everything.,
a3I0W000001iw7BUAQ,0030W00003eAmWcQAK,5000W00001THMpcQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 17:48,10,,1,7,Explain what I did wrong with the CSV file upload,
a3I0W000001iw7GUAQ,003d0000037TWEyAAO,5000W00001THI8xQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 17:59,10,,1,7,nothing more. the service was prompt and helpful,
a3I0W000001iw7LUAQ,003d000002aTXobAAG,5000W00001THLbPQAX,GetFeedback Survey Response: Net Promoter Score,8/26/2019 18:38,10,Thanks!!!!,1,7,You guys did a fantastic job on this one.  Thanks,
a3I0W000001iw7QUAQ,0030W00003fltqcQAA,5000W00001THNcdQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 19:42,10,,1,7,,
a3I0W000001iw7VUAQ,0030W00003ODIYCQA5,5000W00001THLmiQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 19:52,10,Great customer service.,1,7,It would be nice to be able to speak to a customer service rep on the phone instead of waiting 2-3 days for an email response.,
a3I0W000001iw7aUAA,0030W00003N5m6zQAB,5000W00001THOhaQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 19:52,10,,1,7,"nothing , went well",
a3I0W0000022OSeUAM,0030W00003h9eCvQAI,5000W00001R6NSqQAN,GetFeedback Survey Response: Net Promoter Score,5/22/2019 17:29,10,,1,,,
a3I0W000001iw7fUAA,0030W00003ahjB6QAI,5000W00001THAjaQAH,GetFeedback Survey Response: Net Promoter Score,8/26/2019 20:17,4,Quick response or a tentative timeline for a response to your customers helps remove any angst and avoids repetitive emails/followup.,-1,5,The response time was too slow. Each time I had to send reminder emails to get a response.,
a3I0W000001iw7kUAA,003d000002qL5XkAAK,5000W00001THHAOQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 20:25,8,,0,6,Faster response time,
a3I0W000001iw7pUAA,0030W00003gLs8JQAS,5000W00001THPFSQA5,GetFeedback Survey Response: Net Promoter Score,8/26/2019 22:14,10,Thank you for a great customer service experience.,1,7,"They took care of it quickly, no issue.",
a3I0W000001iw7uUAA,0030W00003h95C2QAI,5000W00001THOp5QAH,GetFeedback Survey Response: Net Promoter Score,8/27/2019 1:28,10,,1,7,"Don't think it could have been any easier. Requested if an account change could be made. One question later to verify what U was asking and the change was made. Awesome, speedy service. Thanks",
a3I0W000001iw7zUAA,0030W00003Ywwm4QAB,5000W00001THOWmQAP,GetFeedback Survey Response: Net Promoter Score,8/27/2019 2:27,9,Good job. Keep it up! :D,1,6,,
