,User: Full Name,Learning Assignment: Completed On,Learning Assignment: Learning Plan: Learning Plan Name,Learning Assignment: Progress %,Learning Assignment: Times Launched,Learning Assignment: Learning Plan Section: Learning Plan Section Name,Question Text,Response Text Long,scores_additional,compound_additional,score_additional,question_text_scores_additional,question_text_compound_additional,question_text_score_additional,question_text_scoresl,question_text_scores,question_text_compound,response_text_scores,response_text_compound
426,M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,one can present and the other can help with questions in real time and tech problems.,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",0.4588,pos,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",0.4588,pos,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",pos,0.4588,pos,0.0
427,M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,run a 2 day course over 4 days with sessions being half the size,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
428,M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,record parking lot notes,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",pos,0.4019,pos,0.0
429,M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,video and chat and file sharing and a virtual board,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",pos,0.4019,pos,0.4215
430,M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,give them extra time compared to normal classes and make sure they are aware that you are aware that they are not only learning the content but they might also be learning to remote learn for the first time,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",0.5267,pos,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",0.5267,pos,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",pos,0.5267,pos,0.1655
431,M1tth2w0T5rn2r,7/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,it needs to be interactive and stimulating and cover the same course content.It also needs multiple trainers just like a face to face course. What is different is that more breaks are required and effort to build rapport and keep pupil stimulation. Additional IT tools are required to recreate a virtual classroom.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.6597
432,M1tth2w0T5rn2r,7/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"its about recreating a interactive classroom experience when physically separated (as far as is possible),","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
433,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,How much there is to consider in a remote environment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
434,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,"Technology incompatibility (eg, not being able to use Google docs). test technology in advance.","{'neg': 0.065, 'neu': 0.814, 'pos': 0.121, 'compound': 0.1779}",0.1779,pos,"{'neg': 0.065, 'neu': 0.814, 'pos': 0.121, 'compound': 0.1779}",0.1779,pos,"{'neg': 0.065, 'neu': 0.814, 'pos': 0.121, 'compound': 0.1779}",pos,0.1779,pos,0.0
435,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",Teaching the penny game in a remote setting,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8173}",0.8173,pos,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8173}",0.8173,pos,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8173}",pos,0.8173,pos,0.0
436,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Use a timer to keep the class on track,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",pos,0.6369,pos,0.0
437,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,Have a technical facilitator and additional facilitator. Makes concentrating on the content much easier.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.4215
438,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,"Ask a question in the chat, use polling software","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}",0.4767,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}",0.4767,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}",pos,0.4767,pos,0.0
439,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,Name someone to do the readouts in advance from the breakouts. Visualize the work via SAFe Collaborate or another collaboration tool.,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,pos,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,pos,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",pos,0.4404,pos,0.4404
440,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Video cameras on - it helps to facilitate discussion and keep engaged,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.6764}",0.6764,pos,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.6764}",0.6764,pos,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.6764}",pos,0.6764,pos,0.6486
441,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"Keep exercises fresh - different tools, different approaches, take breaks.","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",pos,0.6369,pos,0.3182
442,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Keeping high energy,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,pos,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,pos,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",pos,0.3612,pos,0.2732
443,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Prepare backup plans for technology outages,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",pos,0.4019,pos,0.0
444,M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"Allow more time for everything - exercises, questions, etc . and be comfortable with silence.","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",0.296,pos,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",0.296,pos,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",pos,0.296,pos,0.6369
445,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,"Manage the breakout rooms, manage the chat, address questions","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",pos,0.4019,pos,0.0
446,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"Pre-assign the breakout rooms, test the technology ahead of time, practice on colleagues first.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
447,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Double the amount of time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
448,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,Someone to help moderate chat while you are teaching,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",0.4588,pos,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",0.4588,pos,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",pos,0.4588,pos,0.4019
449,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Chat, polling, document sharing. video.","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",pos,0.4019,pos,0.4215
450,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Take the class from someone else,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",0.5267,pos,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",0.5267,pos,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",pos,0.5267,pos,0.0
451,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Asynchronous or synchronous delivery, people located in different places, tools needed for collaboration","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
452,M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Remote is done through tools, in person is typically done through a classroom.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
453,M3ch12l0C1dd2ll,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"DIFFERENT - visual cues, possible distractions, ability to conduct activities that benefit from or require physical presence. Verbal cues and conversation & engagement are different and take more time. The quality of the learning is thought to be similar, though remote can't replicate the same experience as F2F. SAME - People learn and process differently, some require visual depiction, others are auditory. Interaction and ""changing the media frequently"" still apply, maybe even more so.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.743
454,M3ch12l0C1dd2ll,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"synchronous learning, requires more time, different tools. Allows more flexibility to place and time and is more accessible to learners. Some of the visual cues available in F2F are not available in remote.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.4005
455,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,Virtual SAFe classes can be facilitated well because of the methods and tools in the Remote Trainer course as well as other best practices shared in the SAFe Community Forums.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.9393
456,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,Lack of preparation can be resolved by practicing the exercises ahead of time with a small group of people.,"{'neg': 0.065, 'neu': 0.814, 'pos': 0.121, 'compound': 0.1779}",0.1779,pos,"{'neg': 0.065, 'neu': 0.814, 'pos': 0.121, 'compound': 0.1779}",0.1779,pos,"{'neg': 0.065, 'neu': 0.814, 'pos': 0.121, 'compound': 0.1779}",pos,0.1779,neg,-0.1531
457,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",I'll explore using SAFe Collaborate as a course delivery tool with the hopes it works well in upcoming classes I expect to facilitate.,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8173}",0.8173,pos,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8173}",0.8173,pos,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8173}",pos,0.8173,pos,0.7783
458,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,Engage the learners more to help draw them into the learning. Ensure they understand the content and reflect that after the breakouts.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.7893
459,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Make your actions or tasks more automatic. Practice your techniques.,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",pos,0.6369,pos,0.0
460,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,Take pulse checks throughout the day and adjust when needed.,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}",0.4767,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}",0.4767,pos,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}",pos,0.4767,pos,0.0
461,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,Make sure you do an effective debrief and make them fun.,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,pos,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,pos,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",pos,0.4404,pos,0.8271
462,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,Understand how to better engage the learners throughout the course. How to keep them present.,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",0.296,pos,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",0.296,pos,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",pos,0.296,pos,0.6486
463,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,"The importance of the Working Agreement, and especially the need for the facilitators to be very present and active in the training. Mix it up, engage the learners, stand up, be clear in your instructions, be real with the learners.","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,pos,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,pos,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",pos,0.3612,pos,0.9129
464,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"Call on them individually to read out the slides, or comment on a topic.","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",0.6369,pos,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",pos,0.6369,pos,0.0
465,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"Have additional support available for technical issues, prepare ahead of time as facilitators and meet ahead with the learners.","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",pos,0.4019,pos,0.4019
466,M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Assume positive intent: This goes to the learners as well as facilitators. We are here teaching a course in a virtual format. Things may not be perfect but let's have a sense of humor and work together to make this a great experience.,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.6764}",0.6764,pos,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.6764}",0.6764,pos,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.6764}",pos,0.6764,pos,0.9065
467,M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Webex Learning because of the breakout room capability, Ideazboard to collaborate on group exercises.","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",pos,0.4019,pos,0.0
468,M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,One can instruct while one monitors chat and helps with student needs.,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",0.4588,pos,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",0.4588,pos,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",pos,0.4588,pos,0.3818
469,M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Move from a 2 day class with 8 hour days to 4 sessions of 4 hours each.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.0
470,M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,"Assist with breakout sessions, or instruct and allow you to to help the learners.","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,pos,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",pos,0.4019,pos,0.5574
471,M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,Practice and work out the kinks ahead of time. This will help provide a higher quality experience. Use the tools ahead of the training to ensure you know how to use them.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.6486
472,M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Practice with a beta group ahead of the class itself.,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",0.5267,pos,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",0.5267,pos,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}",pos,0.5267,pos,0.0
473,M3ch12l0McC4ll45gh,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Remote delivery is where the learners and facilitators are not in the same place. This can make facilitating the learning a bit more challenging. These items can help.Create your space as an instructor ? Posters, toys, candy, table tents, etc. ? Posters to show folks things ? White board to draw on Engaging for a learning ? Stories to connect to the material ? Asking them questions Activities ? Facilitator for the breakout sessions Technology in place and practiced","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",pos,0.0,pos,0.6432
