User: Full Name,Learning Assignment: Completed On,Learning Assignment: Learning Plan: Learning Plan Name,Learning Assignment: Progress %,Learning Assignment: Times Launched,Learning Assignment: Learning Plan Section: Learning Plan Section Name,Question Text,Response Text Long
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"Virtual Ball toss is a method,"
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,"One communication at a time, if there are to many people talking remote communication is impossible."
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Have backup plan.
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,I share a lot of personal experiences with other Organizations Successes and challenges moving to SAFe. I will continue this.
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"Practice, Practice, Practice, with both technology and technique."
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Adobe Connect, has all the features needed to deliver remote training."
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Make over multiple days ( max: 4 hours each day ).
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"give a webinar on collaboration tool use, go over tool features."
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,"by practicing activities and breakouts, pre-assigning groups, preparing virtual spaces, and preparing students"
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,monitor chat
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"One trainer can deliver content, other trainer can monitor chat and respond to chat questions."
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Remote training occurs when students, trainers, and materials are in different physical locations but are ""virtually"" together at the same time."
M1rk07t1llc5p,6/10/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,Same are: Teaching and learning occur synchronously (at same time). Different are: Requires more time to cover same materials.
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,s
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,Accidentally resizing icons/pieces. Ensure the class is comfortable with Undo function
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",Using some of the collaborative tools even more effectively
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,readouts and teachbacks
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,not sure yet
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Mentally tracking who is participating and who isn't in
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,Allow time and uncomfortable pauses for response and participation
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"Understand technologies extremely well, and have possible backup for the core tech"
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"Considering using physical flip charts, whiteboards and moving around them during class could help with engagement"
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,"Frequent, small ice-breaker activities that include movement"
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Be present as it is so easy to get distracted when not in a physical room
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,"Using a collaboration tool to see, share, review"
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"Spend time practicing the activities in the tool itself, do a webinar prior to the class"
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,2nd trainer can float between other breakouts to help facilitate at same time
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,double number of days
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,Monitor chat
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Video conferencing, whiteboard, back-channel chat"
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Practice using the tools for the exercises myself
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Both require effective instructor preparation, knowledge of material, and understanding of how environment facilitates effective learning"
M1tt01nd2r74n,6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"- May deliver less content than in-person, requires effective use of technology and tools, frequent feedback is very important"
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,The biggest learning is about the volume of pre-course prep that is required from testing set-up to distributing and setting up files for participants. Usually my concern is the breath of content but now there is a big extra dimension to consider and also I need to get on the same page as my fellow trainers.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,Participants could struggle for the penny game to be a rich and engaging remote experience so the trainer could revert to videos if required.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",The remote PI planning simulation in anticipation of running a remote PI planning in real life.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,"the trainer ensuring that the class isn't passively doing the course via interactive de-briefs, getting continuous feedback and so on."
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,sharing interesting real life stories that bring the topic to life.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,tooling that allows the participants to poll against questions for example to see if everyone has understood a module.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,See if you can run the course so they get up and move around periodically and make sure the course is interactive. make sure after break-out that learners have not broken away.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,"We cannot get bogged down in individual real life examples, these should be offline in parking lot otherwise it is unfair to the rest of the participants as we will run out of time for the other participants."
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"trial out the method and tools prior, perhaps on a specific topic with your team. Learn what works!"
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,make sure you have alternative connection. make sure all software updates are done and tested prior to starting.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Understand the level of SAfe knowledge in the virtual room prior to starting
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,do it group by group. Get them to update a shared space. leave a pause after asking for feedback (10secs). Let them say what they have learned as a group.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,make sure there is back-up on the connectivity.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,one can present and the other can help with questions in real time and tech problems.
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,run a 2 day course over 4 days with sessions being half the size
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,record parking lot notes
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,video and chat and file sharing and a virtual board
M1tth2w0T5rn2r,7/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,give them extra time compared to normal classes and make sure they are aware that you are aware that they are not only learning the content but they might also be learning to remote learn for the first time
M1tth2w0T5rn2r,7/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,it needs to be interactive and stimulating and cover the same course content.It also needs multiple trainers just like a face to face course. What is different is that more breaks are required and effort to build rapport and keep pupil stimulation. Additional IT tools are required to recreate a virtual classroom.
M1tth2w0T5rn2r,7/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"its about recreating a interactive classroom experience when physically separated (as far as is possible),"
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,How much there is to consider in a remote environment
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,"Technology incompatibility (eg, not being able to use Google docs). test technology in advance."
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",Teaching the penny game in a remote setting
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Use a timer to keep the class on track
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,Have a technical facilitator and additional facilitator. Makes concentrating on the content much easier.
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,"Ask a question in the chat, use polling software"
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,Name someone to do the readouts in advance from the breakouts. Visualize the work via SAFe Collaborate or another collaboration tool.
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Video cameras on - it helps to facilitate discussion and keep engaged
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"Keep exercises fresh - different tools, different approaches, take breaks."
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Keeping high energy
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Prepare backup plans for technology outages
M2l37710R22v2,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"Allow more time for everything - exercises, questions, etc . and be comfortable with silence."
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,"Manage the breakout rooms, manage the chat, address questions"
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"Pre-assign the breakout rooms, test the technology ahead of time, practice on colleagues first."
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Double the amount of time
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,Someone to help moderate chat while you are teaching
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Chat, polling, document sharing. video."
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Take the class from someone else
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Asynchronous or synchronous delivery, people located in different places, tools needed for collaboration"
M2l37710R22v2,6/4/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Remote is done through tools, in person is typically done through a classroom."
M3ch12l0C1dd2ll,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"DIFFERENT - visual cues, possible distractions, ability to conduct activities that benefit from or require physical presence. Verbal cues and conversation & engagement are different and take more time. The quality of the learning is thought to be similar, though remote can't replicate the same experience as F2F. SAME - People learn and process differently, some require visual depiction, others are auditory. Interaction and ""changing the media frequently"" still apply, maybe even more so."
M3ch12l0C1dd2ll,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"synchronous learning, requires more time, different tools. Allows more flexibility to place and time and is more accessible to learners. Some of the visual cues available in F2F are not available in remote."
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,Virtual SAFe classes can be facilitated well because of the methods and tools in the Remote Trainer course as well as other best practices shared in the SAFe Community Forums.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,Lack of preparation can be resolved by practicing the exercises ahead of time with a small group of people.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",I'll explore using SAFe Collaborate as a course delivery tool with the hopes it works well in upcoming classes I expect to facilitate.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,Engage the learners more to help draw them into the learning. Ensure they understand the content and reflect that after the breakouts.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Make your actions or tasks more automatic. Practice your techniques.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,Take pulse checks throughout the day and adjust when needed.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,Make sure you do an effective debrief and make them fun.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,Understand how to better engage the learners throughout the course. How to keep them present.
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,"The importance of the Working Agreement, and especially the need for the facilitators to be very present and active in the training. Mix it up, engage the learners, stand up, be clear in your instructions, be real with the learners."
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"Call on them individually to read out the slides, or comment on a topic."
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"Have additional support available for technical issues, prepare ahead of time as facilitators and meet ahead with the learners."
M3ch12l0McC4ll45gh,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Assume positive intent: This goes to the learners as well as facilitators. We are here teaching a course in a virtual format. Things may not be perfect but let's have a sense of humor and work together to make this a great experience.
M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Webex Learning because of the breakout room capability, Ideazboard to collaborate on group exercises."
M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,One can instruct while one monitors chat and helps with student needs.
M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Move from a 2 day class with 8 hour days to 4 sessions of 4 hours each.
M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,"Assist with breakout sessions, or instruct and allow you to to help the learners."
M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,Practice and work out the kinks ahead of time. This will help provide a higher quality experience. Use the tools ahead of the training to ensure you know how to use them.
M3ch12l0McC4ll45gh,6/16/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Practice with a beta group ahead of the class itself.
M3ch12l0McC4ll45gh,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Remote delivery is where the learners and facilitators are not in the same place. This can make facilitating the learning a bit more challenging. These items can help.Create your space as an instructor ? Posters, toys, candy, table tents, etc. ? Posters to show folks things ? White board to draw on Engaging for a learning ? Stories to connect to the material ? Asking them questions Activities ? Facilitator for the breakout sessions Technology in place and practiced"
M3ch12l0McC4ll45gh,6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Remote learning can be more difficult to facilitate and keep folks engaged. One needs to be diligent in setting up for both environments but with remote technology needs to be used more to help get the points across. Have documents ready, use a virtual whiteboard, and other virtual tools to enable the right learning."
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,empathy
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,answer queries
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,webex
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,double the classes
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,video links handy
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"while one trainer is delivering the course, other can monitor the. queries, in chat box"
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,Learning
N2h10P1nd26,7/25/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"use the physical space available at your end with charts, share real life experiences, make sure participants are clear before they go for group activities"
P2gg60D3x4n,6/13/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",PI Planning Simulation Aid
P2gg60D3x4n,6/13/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,"Teams may not be able to move the objects if unfamiliar with powerpoint. To prevent this, a walk through of how to move objects could be given."
P2gg60D3x4n,6/13/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,How to use the various aids effectively
P2gg60D3x4n,6/13/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Telling stories connecting the lesson with real life examples in the organization
P2gg60D3x4n,6/13/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,Ways to keep students engaged when not in person
P2gg60D3x4n,6/13/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,polls or annotations
P2gg60D3x4n,6/12/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Telling stories about how we are using these practices within our organization. Trading off facilitation with others so one person isn't doing all the talking. Encouraging the students to ask questions and contribute their thoughts and experiences.
P2gg60D3x4n,6/12/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Being respectful and committed during the class.
P2gg60D3x4n,6/12/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"Backup plans for technology failures like the loss of a connection by one of the facilitators, outage with WebEx, etc."
P2gg60D3x4n,6/12/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,"Same as in person with asking each team to have someone appointed to do the report outs. Asking them what they learned or what surprised them. See the output - Using digital media such as white boards or powerpoint instead of flip charts,"
P2gg60D3x4n,6/12/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,Asking more questions and having activities like polls and annotations
